,reform,county_fip,total_pov_change,child_pov_change,young_child_pov_change,total_deep_pov_change,child_deep_pov_change,young_child_deep_pov_change,population,child_population,young_child_population,total_pov_rate,child_pov_rate,young_child_pov_rate,new_total_pov_rate,new_child_pov_rate,new_young_child_pov_rate,total_deep_pov_rate,child_deep_pov_rate,young_child_deep_pov_rate,new_total_deep_pov_rate,new_child_deep_pov_rate,new_young_child_deep_pov_rate
0,All Children 100,Maryland,-9.8,-20.7,-20.1,-7.4,-19.1,-23.7,6319406.0,1390540.0,376011.0,12.544612579093666,14.826470292116731,15.847940618758493,11.30981297925786,11.7528442187927,12.65601272303204,0.04102490012510669,0.038308858429099486,0.035501620963216504,0.03799676741769717,0.030993714671997928,0.02710027100271003
1,All Children 100,11,-3.2,-7.5,0.0,0.0,0.0,0.0,34804.32229101806,6894.312502186309,1569.5779783351406,8.338500376455999,6.805287722534306,4.100171863491284,8.071659506621195,6.296637880439339,4.100171863491284,0.019022100181584657,0.013498784270981806,0.004051068008838693,0.019022100181584657,0.013498784270981806,0.004051068008838693
2,All Children 100,19,-3.2,-7.5,0.0,0.0,0.0,0.0,33844.93660288476,6704.269877916535,1526.312356432411,8.338500376455999,6.805287722534306,4.100171863491283,8.071659506621197,6.296637880439341,4.100171863491283,0.01902210018158466,0.013498784270981804,0.004051068008838694,0.01902210018158466,0.013498784270981804,0.004051068008838694
3,All Children 100,29,-3.2,-7.5,0.0,0.0,0.0,0.0,20573.61010249414,4075.3816769860427,927.8125021863084,8.338500376455999,6.805287722534305,4.100171863491284,8.071659506621195,6.296637880439339,4.100171863491284,0.019022100181584657,0.013498784270981804,0.004051068008838694,0.019022100181584657,0.013498784270981804,0.004051068008838694
4,All Children 100,35,-3.2,-7.5,0.0,0.0,0.0,0.0,52268.09053066079,10353.672368559135,2357.1452758246755,8.338500376456,6.805287722534306,4.100171863491283,8.071659506621197,6.296637880439341,4.100171863491283,0.019022100181584657,0.013498784270981808,0.004051068008838693,0.019022100181584657,0.013498784270981808,0.004051068008838693
5,All Children 100,41,-3.2,-7.5,0.0,0.0,0.0,0.0,39141.04047294225,7753.363574351979,1765.1518872214642,8.338500376455997,6.805287722534306,4.100171863491285,8.071659506621197,6.296637880439339,4.100171863491285,0.019022100181584657,0.013498784270981806,0.004051068008838694,0.019022100181584657,0.013498784270981806,0.004051068008838694
6,All Children 100,33,-18.8,-39.8,-27.8,-3.3,-12.1,-11.0,939674.0,210461.0,62964.0,14.797578734752692,20.11156461292116,19.444444444444446,12.011931797623431,12.116259069376275,14.047709802426784,0.03690428808288832,0.026950361349608716,0.03131948414967283,0.03569429397855001,0.02368134713794955,0.027873070325900515
7,All Children 100,13,-13.9,-32.3,-48.7,-7.8,-24.7,-48.0,178564.0,37240.0,8930.0,6.907327344817545,7.655746509129968,6.304591265397537,5.945767343921507,5.1825993555316865,3.236282194848824,0.021387289711251988,0.02156283566058002,0.011422172452407614,0.01971842028628391,0.016245972073039742,0.00593505039193729
8,All Children 100,510,-3.8,-9.2,-6.5,-6.3,-17.4,-5.7,595705.0,122089.0,37354.0,25.001804584483935,32.96038136113818,27.92739733361889,24.043947927245867,29.919976410651245,26.10162231621781,0.08978437313771077,0.10052502682469346,0.07238849922364406,0.0840986730008981,0.08306235615002171,0.06826578144241581
9,All Children 100,25,-2.2,-3.9,-7.7,-10.8,-10.4,-19.4,272165.0,59029.0,15126.0,8.74322561681333,9.136187297768892,17.9624487637181,8.546653684345893,8.78381812329533,16.587333068888007,0.03955321220583102,0.05719222754917075,0.11966150998281105,0.03528374331747286,0.051245997729929355,0.09645643263255321
10,All Children 100,31,-10.2,-16.6,-21.0,-14.3,-36.9,-54.2,1117479.0,253075.0,68066.0,13.913997488990844,16.902894398893608,21.83762818440925,12.495536828880006,14.090684579670057,17.25971850850645,0.03968933644390633,0.035527017682505185,0.033379367084888194,0.03403106456586656,0.02243208535019263,0.015293979372961538
11,All Children 100,9,-2.3,-2.9,-5.4,-7.5,-9.8,-45.5,100193.2768092404,23095.86212040177,5038.917581366137,8.495229388223377,11.41224045415662,9.659597219746924,8.297144803416733,11.085620965860485,9.142755302085188,0.04453317916795511,0.07875806827902634,0.0780609517020139,0.04118546005368899,0.07100085543199314,0.04250579219390483
12,All Children 100,37,-2.3,-2.9,-5.4,-7.5,-9.8,-45.5,122943.7231907596,28340.13787959823,6183.082418633863,8.495229388223379,11.412240454156624,9.659597219746926,8.297144803416735,11.085620965860487,9.14275530208519,0.04453317916795512,0.07875806827902639,0.07806095170201391,0.04118546005368899,0.07100085543199317,0.04250579219390483
13,All Children 100,21,-8.4,-18.6,-6.4,-3.6,-11.6,0.0,275124.0,62421.0,16185.0,10.042744362541981,10.50127360984284,12.721655854185975,9.200578648173186,8.550007209112318,11.906085881989496,0.02935040200055248,0.0280674772912962,0.024590670373802904,0.02828179293700295,0.024815366623411994,0.024590670373802904
14,All Children 100,5,-9.9,-18.2,-21.9,-11.0,-30.0,-33.6,865896.0,186739.0,50331.0,12.710186904662915,13.257005767407987,17.096819057837116,11.454262405646867,10.838657163206399,13.355586020544,0.0463196503968144,0.037180235515880455,0.03272337128211242,0.0412081820449569,0.026014919218802713,0.02171623850112257
15,All Children 100,1,-11.1,-28.3,-54.4,0.0,0.0,0.0,67951.51832538737,12172.18995828367,3194.0201132300363,11.41326482659231,11.286655395557629,18.173739169073535,10.144428083586577,8.091878971608466,8.28704732281715,0.04317177856449137,0.04442371596805224,0.01355254387913797,0.04317177856449137,0.04442371596805224,0.01355254387913797
16,All Children 100,23,-11.1,-28.3,-54.4,0.0,0.0,0.0,27805.481674612634,4980.81004171633,1306.9798867699644,11.413264826592313,11.286655395557629,18.173739169073542,10.144428083586579,8.091878971608464,8.28704732281715,0.04317177856449137,0.04442371596805223,0.013552543879137968,0.04317177856449137,0.04442371596805223,0.013552543879137968
17,All Children 100,27,-4.1,-8.8,-8.7,0.0,0.0,0.0,347480.0,83495.0,21180.0,7.718717624035916,7.4519432301335415,5.594900849858357,7.401001496489007,6.793221150967124,5.108593012275732,0.023883388972027166,0.013066650697646566,0.01794145420207743,0.023883388972027166,0.013066650697646566,0.01794145420207743
18,All Children 100,3,-14.0,-35.9,-54.6,-1.1,-3.7,0.0,612985.0,136078.0,38425.0,6.491186570633865,7.7315951145666455,5.2309694209499025,5.5846391020987465,4.958185746410147,2.373454782042941,0.018962943628310643,0.014425550052175959,0.008926480156148341,0.018747603938106153,0.013889093020179603,0.008926480156148341
19,All Children 100,43,-18.2,-34.0,-66.3,0.0,0.0,0.0,152311.0,33790.0,8912.0,9.380149825029052,9.82243267238828,6.5305206463195695,7.668520330114043,6.48712636874815,2.1992818671454217,0.032013446172633624,0.03228765907073099,0.01570915619389587,0.032013446172633624,0.03228765907073099,0.01570915619389587
20,All Children 100,17,-9.0,-15.1,0.0,0.0,0.0,0.0,174238.0,41222.0,9237.0,9.070925974816056,11.21245936635777,8.541734329327703,8.25135733881243,9.519188782688856,8.541734329327703,0.024368966585934182,0.015186065693076513,0.015914257875933743,0.024368966585934182,0.015186065693076513,0.015914257875933743
21,All Children 100,39,-6.1,-18.6,-23.7,-10.0,-26.9,-45.6,25728.571261935314,5353.79512644904,1342.5217932267974,12.386824418152528,12.257754524584913,9.846710666382798,11.632505693495524,9.972772409374834,7.5154353842878425,0.06859412320168859,0.0723399711707864,0.047583563977006596,0.061761928567460975,0.052880251988681855,0.025867575047902915
22,All Children 100,45,-6.1,-18.6,-23.7,-10.0,-26.9,-45.6,102537.29132992285,21336.732810095928,5350.415568256931,12.386824418152532,12.257754524584913,9.846710666382801,11.63250569349553,9.972772409374835,7.515435384287844,0.06859412320168862,0.0723399711707864,0.0475835639770066,0.06176192856746099,0.05288025198868187,0.02586757504790292
23,All Children 100,47,-6.1,-18.6,-23.7,-10.0,-26.9,-45.6,51764.13740814183,10771.472063455032,2701.0626385162723,12.386824418152532,12.257754524584914,9.846710666382798,11.632505693495531,9.972772409374834,7.5154353842878425,0.06859412320168862,0.0723399711707864,0.04758356397700659,0.06176192856746099,0.05288025198868187,0.025867575047902915
24,All Children 100,15,-5.8,-18.2,0.0,0.0,0.0,0.0,108229.0,23069.0,6038.0,10.631161703425144,7.59027266028003,6.2934746604836045,10.019495698934666,6.21179938445533,6.2934746604836045,0.04684511544964843,0.029606831678876414,0.0028155018217952965,0.04684511544964843,0.029606831678876414,0.0028155018217952965
25,All Children 200,Maryland,-16.5,-34.8,-32.1,-15.7,-45.0,-46.7,6319406.0,1390540.0,376011.0,12.544612579093666,14.826470292116731,15.847940618758493,10.478817154650296,9.66595711018741,10.758993752842336,0.04102490012510669,0.038308858429099486,0.035501620963216504,0.03457714221874651,0.021065197692982582,0.01891699976862379
26,All Children 200,11,-9.5,-24.8,0.0,0.0,0.0,0.0,34804.32229101806,6894.312502186309,1569.5779783351406,8.338500376455999,6.805287722534306,4.100171863491284,7.549603613977589,5.114446214471367,4.100171863491284,0.019022100181584657,0.013498784270981806,0.004051068008838693,0.019022100181584657,0.013498784270981806,0.004051068008838693
27,All Children 200,19,-9.5,-24.8,0.0,0.0,0.0,0.0,33844.93660288476,6704.269877916535,1526.312356432411,8.338500376455999,6.805287722534306,4.100171863491283,7.549603613977592,5.114446214471368,4.100171863491283,0.01902210018158466,0.013498784270981804,0.004051068008838694,0.01902210018158466,0.013498784270981804,0.004051068008838694
28,All Children 200,29,-9.5,-24.8,0.0,0.0,0.0,0.0,20573.61010249414,4075.3816769860427,927.8125021863084,8.338500376455999,6.805287722534305,4.100171863491284,7.54960361397759,5.114446214471367,4.100171863491284,0.019022100181584657,0.013498784270981804,0.004051068008838694,0.019022100181584657,0.013498784270981804,0.004051068008838694
29,All Children 200,35,-9.5,-24.8,0.0,0.0,0.0,0.0,52268.09053066079,10353.672368559135,2357.1452758246755,8.338500376456,6.805287722534306,4.100171863491283,7.54960361397759,5.114446214471367,4.100171863491283,0.019022100181584657,0.013498784270981808,0.004051068008838693,0.019022100181584657,0.013498784270981808,0.004051068008838693
30,All Children 200,41,-9.5,-24.8,0.0,0.0,0.0,0.0,39141.04047294225,7753.363574351979,1765.1518872214642,8.338500376455997,6.805287722534306,4.100171863491285,7.54960361397759,5.114446214471367,4.100171863491285,0.019022100181584657,0.013498784270981806,0.004051068008838694,0.019022100181584657,0.013498784270981806,0.004051068008838694
31,All Children 200,33,-27.5,-55.3,-43.9,-6.2,-22.5,-16.0,939674.0,210461.0,62964.0,14.797578734752692,20.11156461292116,19.444444444444446,10.73170056849503,8.986463050161312,10.899879296105711,0.03690428808288832,0.026950361349608716,0.03131948414967283,0.03460987533974549,0.020887480340775727,0.026316625373229145
32,All Children 200,13,-13.9,-32.3,-48.7,-7.8,-24.7,-48.0,178564.0,37240.0,8930.0,6.907327344817545,7.655746509129968,6.304591265397537,5.945767343921507,5.1825993555316865,3.236282194848824,0.021387289711251988,0.02156283566058002,0.011422172452407614,0.01971842028628391,0.016245972073039742,0.00593505039193729
33,All Children 200,510,-10.0,-25.5,-14.9,-12.8,-35.2,-35.0,595705.0,122089.0,37354.0,25.001804584483935,32.96038136113818,27.92739733361889,22.494691164250764,24.54357067385268,23.77523156823901,0.08978437313771077,0.10052502682469346,0.07238849922364406,0.07825853400592575,0.0651819574245018,0.04703646195855866
34,All Children 200,25,-7.1,-15.4,-18.5,-38.0,-73.9,-74.6,272165.0,59029.0,15126.0,8.74322561681333,9.136187297768892,17.9624487637181,8.119706795510076,7.728404682444221,14.630437657014411,0.03955321220583102,0.05719222754917075,0.11966150998281105,0.02451821505336836,0.014941808263734774,0.030411212481819383
35,All Children 200,31,-16.7,-27.6,-31.4,-18.9,-48.2,-56.6,1117479.0,253075.0,68066.0,13.913997488990844,16.902894398893608,21.83762818440925,11.595117223679372,12.242615825348217,14.973701995122383,0.03968933644390633,0.035527017682505185,0.033379367084888194,0.032195683319328594,0.018417465178306825,0.014500631739781977
36,All Children 200,9,-4.2,-5.4,-19.2,-41.0,-72.2,-85.6,100193.2768092404,23095.86212040177,5038.917581366137,8.495229388223377,11.41224045415662,9.659597219746924,8.142083114857687,10.793996422738937,7.80609517020139,0.04453317916795511,0.07875806827902634,0.0780609517020139,0.02627085602118877,0.021891282370324283,0.011227945107823916
37,All Children 200,37,-4.2,-5.4,-19.2,-41.0,-72.2,-85.6,122943.7231907596,28340.13787959823,6183.082418633863,8.495229388223379,11.412240454156624,9.659597219746926,8.142083114857689,10.793996422738939,7.806095170201391,0.04453317916795512,0.07875806827902639,0.07806095170201391,0.02627085602118878,0.02189128237032429,0.011227945107823918
38,All Children 200,21,-19.5,-43.4,-43.0,-11.3,-32.8,-22.1,275124.0,62421.0,16185.0,10.042744362541981,10.50127360984284,12.721655854185975,8.081810383681539,5.9467166498454045,7.253629904232314,0.02935040200055248,0.0280674772912962,0.024590670373802904,0.026046437242843227,0.018855833773890197,0.019153537225826384
39,All Children 200,5,-15.4,-30.4,-26.2,-19.6,-61.3,-69.3,865896.0,186739.0,50331.0,12.710186904662915,13.257005767407987,17.096819057837116,10.748172990751776,9.227317271700073,12.612505215473565,0.0463196503968144,0.037180235515880455,0.03272337128211242,0.03724465755702763,0.014378356958107305,0.010033577715523236
40,All Children 200,1,-18.0,-38.5,-78.6,-8.5,-28.7,-27.9,67951.51832538737,12172.18995828367,3194.0201132300363,11.41326482659231,11.286655395557629,18.173739169073535,9.358062595945988,6.937561942517345,3.8880248833592526,0.04317177856449137,0.04442371596805224,0.01355254387913797,0.03951669329657362,0.031656270040226205,0.00977560542101755
41,All Children 200,23,-18.0,-38.5,-78.6,-8.5,-28.7,-27.9,27805.481674612634,4980.81004171633,1306.9798867699644,11.413264826592313,11.286655395557629,18.173739169073542,9.358062595945988,6.937561942517344,3.8880248833592526,0.04317177856449137,0.04442371596805223,0.013552543879137968,0.03951669329657362,0.0316562700402262,0.009775605421017549
42,All Children 200,27,-14.5,-32.0,-30.5,0.0,0.0,0.0,347480.0,83495.0,21180.0,7.718717624035916,7.4519432301335415,5.594900849858357,6.597502014504432,5.063776274028385,3.8857412653446644,0.023883388972027166,0.013066650697646566,0.01794145420207743,0.023883388972027166,0.013066650697646566,0.01794145420207743
43,All Children 200,3,-19.1,-45.0,-54.6,-7.8,-29.2,0.0,612985.0,136078.0,38425.0,6.491186570633865,7.7315951145666455,5.2309694209499025,5.2487418126055285,4.2534428783491816,2.373454782042941,0.018962943628310643,0.014425550052175959,0.008926480156148341,0.017481667577510053,0.010214729787327856,0.008926480156148341
44,All Children 200,43,-20.6,-39.7,-66.3,-14.3,-47.7,-63.6,152311.0,33790.0,8912.0,9.380149825029052,9.82243267238828,6.5305206463195695,7.452514920130522,5.918910920390648,2.1992818671454217,0.032013446172633624,0.03228765907073099,0.01570915619389587,0.02745041395565652,0.0168984906777153,0.00572262118491921
45,All Children 200,17,-25.5,-53.9,-73.8,-5.5,-27.8,0.0,174238.0,41222.0,9237.0,9.070925974816056,11.21245936635777,8.541734329327703,6.75857160894868,5.164717869099024,2.240987333549854,0.024368966585934182,0.015186065693076513,0.015914257875933743,0.02302023668774894,0.01096501867934598,0.015914257875933743
46,All Children 200,39,-8.8,-29.4,-23.7,-20.8,-70.8,-45.6,25728.571261935314,5353.79512644904,1342.5217932267974,12.386824418152528,12.257754524584913,9.846710666382798,11.293117813697714,8.651433452565266,7.5154353842878425,0.06859412320168859,0.0723399711707864,0.047583563977006596,0.0543409431761373,0.021088035876354706,0.025867575047902915
47,All Children 200,45,-8.8,-29.4,-23.7,-20.8,-70.8,-45.6,102537.29132992285,21336.732810095928,5350.415568256931,12.386824418152532,12.257754524584913,9.846710666382801,11.29311781369772,8.651433452565266,7.515435384287844,0.06859412320168862,0.0723399711707864,0.0475835639770066,0.05434094317613731,0.02108803587635471,0.02586757504790292
48,All Children 200,47,-8.8,-29.4,-23.7,-20.8,-70.8,-45.6,51764.13740814183,10771.472063455032,2701.0626385162723,12.386824418152532,12.257754524584914,9.846710666382798,11.29311781369772,8.651433452565266,7.5154353842878425,0.06859412320168862,0.0723399711707864,0.04758356397700659,0.05434094317613732,0.021088035876354706,0.025867575047902915
