,reform,county_fip,total_pov_change,child_pov_change,young_child_pov_change,total_deep_pov_change,child_deep_pov_change,young_child_deep_pov_change,population,child_population,young_child_population,total_pov_rate,child_pov_rate,young_child_pov_rate,new_total_pov_rate,new_child_pov_rate,new_young_child_pov_rate,total_deep_pov_rate,child_deep_pov_rate,young_child_deep_pov_rate,new_total_deep_pov_rate,new_child_deep_pov_rate,new_young_child_deep_pov_rate
49,All Children 200,15,-9.3,-34.0,-30.0,-26.9,-29.4,0.0,108229.0,23069.0,6038.0,10.631161703425144,7.59027266028003,6.2934746604836045,9.645289155401972,5.006718973514239,4.405432262338523,0.04684511544964843,0.029606831678876414,0.0028155018217952965,0.034242208650176936,0.02089384021847501,0.0028155018217952965
50,Young Children 100,Maryland,-2.1,-4.4,-10.2,-3.5,-9.0,-21.3,6319406.0,1390540.0,376011.0,12.544612579093666,14.826470292116731,15.847940618758493,12.281059327411468,14.181181411537963,14.226711452590482,0.04102490012510669,0.038308858429099486,0.035501620963216504,0.03959739253974187,0.03485192802796036,0.02792205547178141
51,Young Children 100,11,0.0,0.0,0.0,0.0,0.0,0.0,34804.32229101806,6894.312502186309,1569.5779783351406,8.338500376455999,6.805287722534306,4.100171863491284,8.338500376455999,6.805287722534306,4.100171863491284,0.019022100181584657,0.013498784270981806,0.004051068008838693,0.019022100181584657,0.013498784270981806,0.004051068008838693
52,Young Children 100,19,0.0,0.0,0.0,0.0,0.0,0.0,33844.93660288476,6704.269877916535,1526.312356432411,8.338500376455999,6.805287722534306,4.100171863491283,8.338500376455999,6.805287722534306,4.100171863491283,0.01902210018158466,0.013498784270981804,0.004051068008838694,0.01902210018158466,0.013498784270981804,0.004051068008838694
53,Young Children 100,29,0.0,0.0,0.0,0.0,0.0,0.0,20573.61010249414,4075.3816769860427,927.8125021863084,8.338500376455999,6.805287722534305,4.100171863491284,8.338500376455999,6.805287722534305,4.100171863491284,0.019022100181584657,0.013498784270981804,0.004051068008838694,0.019022100181584657,0.013498784270981804,0.004051068008838694
54,Young Children 100,35,0.0,0.0,0.0,0.0,0.0,0.0,52268.09053066079,10353.672368559135,2357.1452758246755,8.338500376456,6.805287722534306,4.100171863491283,8.338500376456,6.805287722534306,4.100171863491283,0.019022100181584657,0.013498784270981808,0.004051068008838693,0.019022100181584657,0.013498784270981808,0.004051068008838693
55,Young Children 100,41,0.0,0.0,0.0,0.0,0.0,0.0,39141.04047294225,7753.363574351979,1765.1518872214642,8.338500376455997,6.805287722534306,4.100171863491285,8.338500376455997,6.805287722534306,4.100171863491285,0.019022100181584657,0.013498784270981806,0.004051068008838694,0.019022100181584657,0.013498784270981806,0.004051068008838694
56,Young Children 100,33,-4.6,-8.8,-15.7,-2.0,-7.4,-11.0,939674.0,210461.0,62964.0,14.797578734752692,20.11156461292116,19.444444444444446,14.114895165770255,18.34164049396325,16.388730067975352,0.03690428808288832,0.026950361349608716,0.03131948414967283,0.03614870689196466,0.02495474220877027,0.027873070325900515
57,Young Children 100,13,-6.7,-17.3,-48.7,0.0,0.0,0.0,178564.0,37240.0,8930.0,6.907327344817545,7.655746509129968,6.304591265397537,6.4469881947089,6.331901181525241,3.236282194848824,0.021387289711251988,0.02156283566058002,0.011422172452407614,0.021387289711251988,0.02156283566058002,0.011422172452407614
58,Young Children 100,510,-0.3,-0.8,-1.3,-0.5,-1.5,-2.5,595705.0,122089.0,37354.0,25.001804584483935,32.96038136113818,27.92739733361889,24.917366817468377,32.6835341431251,27.576698613267652,0.08978437313771077,0.10052502682469346,0.07238849922364406,0.08937813179342124,0.09903431103539222,0.07056807838517963
59,Young Children 100,25,-2.2,-3.9,-7.7,-10.8,-10.4,-19.4,272165.0,59029.0,15126.0,8.74322561681333,9.136187297768892,17.9624487637181,8.546653684345893,8.78381812329533,16.587333068888007,0.03955321220583102,0.05719222754917075,0.11966150998281105,0.03528374331747286,0.051245997729929355,0.09645643263255321
60,Young Children 100,31,-2.4,-5.1,-12.0,-8.6,-22.9,-46.5,1117479.0,253075.0,68066.0,13.913997488990844,16.902894398893608,21.83762818440925,13.583253018624958,16.045441074780204,19.206358534363705,0.03968933644390633,0.035527017682505185,0.033379367084888194,0.03627003281493433,0.027402943791366197,0.017850321746540124
61,Young Children 100,9,-2.3,-2.9,-5.4,-7.5,-9.8,-45.5,100193.2768092404,23095.86212040177,5038.917581366137,8.495229388223377,11.41224045415662,9.659597219746924,8.297144803416733,11.085620965860485,9.142755302085188,0.04453317916795511,0.07875806827902634,0.0780609517020139,0.04118546005368899,0.07100085543199314,0.04250579219390483
62,Young Children 100,37,-2.3,-2.9,-5.4,-7.5,-9.8,-45.5,122943.7231907596,28340.13787959823,6183.082418633863,8.495229388223379,11.412240454156624,9.659597219746926,8.297144803416735,11.085620965860487,9.14275530208519,0.04453317916795512,0.07875806827902639,0.07806095170201391,0.04118546005368899,0.07100085543199317,0.04250579219390483
63,Young Children 100,21,0.0,0.0,0.0,0.0,0.0,0.0,275124.0,62421.0,16185.0,10.042744362541981,10.50127360984284,12.721655854185975,10.042744362541981,10.50127360984284,12.721655854185975,0.02935040200055248,0.0280674772912962,0.024590670373802904,0.02935040200055248,0.0280674772912962,0.024590670373802904
64,Young Children 100,5,-1.2,-1.7,-5.0,-4.1,-13.6,-33.6,865896.0,186739.0,50331.0,12.710186904662915,13.257005767407987,17.096819057837116,12.55520293430158,13.027273360144372,16.24446166378574,0.0463196503968144,0.037180235515880455,0.03272337128211242,0.044417574396925265,0.03212505154252727,0.02171623850112257
65,Young Children 100,1,-8.5,-21.1,-50.0,0.0,0.0,0.0,67951.51832538737,12172.18995828367,3194.0201132300363,11.41326482659231,11.286655395557629,18.173739169073535,10.439967835249641,8.902232845566374,9.086869584536768,0.04317177856449137,0.04442371596805224,0.01355254387913797,0.04317177856449137,0.04442371596805224,0.01355254387913797
66,Young Children 100,23,-8.5,-21.1,-50.0,0.0,0.0,0.0,27805.481674612634,4980.81004171633,1306.9798867699644,11.413264826592313,11.286655395557629,18.173739169073542,10.439967835249641,8.90223284556637,9.086869584536768,0.04317177856449137,0.04442371596805223,0.013552543879137968,0.04317177856449137,0.04442371596805223,0.013552543879137968
67,Young Children 100,27,0.0,0.0,0.0,0.0,0.0,0.0,347480.0,83495.0,21180.0,7.718717624035916,7.4519432301335415,5.594900849858357,7.718717624035916,7.4519432301335415,5.594900849858357,0.023883388972027166,0.013066650697646566,0.01794145420207743,0.023883388972027166,0.013066650697646566,0.01794145420207743
68,Young Children 100,3,-2.9,-5.9,-22.7,0.0,0.0,0.0,612985.0,136078.0,38425.0,6.491186570633865,7.7315951145666455,5.2309694209499025,6.302927477833878,7.277443818986169,4.041639557579701,0.018962943628310643,0.014425550052175959,0.008926480156148341,0.018962943628310643,0.014425550052175959,0.008926480156148341
69,Young Children 100,43,-4.4,-9.2,-52.2,0.0,0.0,0.0,152311.0,33790.0,8912.0,9.380149825029052,9.82243267238828,6.5305206463195695,8.966522444209545,8.922758212488901,3.119389587073609,0.032013446172633624,0.03228765907073099,0.01570915619389587,0.032013446172633624,0.03228765907073099,0.01570915619389587
70,Young Children 100,17,0.0,0.0,0.0,0.0,0.0,0.0,174238.0,41222.0,9237.0,9.070925974816056,11.21245936635777,8.541734329327703,9.070925974816056,11.21245936635777,8.541734329327703,0.024368966585934182,0.015186065693076513,0.015914257875933743,0.024368966585934182,0.015186065693076513,0.015914257875933743
71,Young Children 100,39,-0.8,-2.4,-12.0,-5.6,-16.8,-45.6,25728.571261935314,5353.79512644904,1342.5217932267974,12.386824418152528,12.257754524584913,9.846710666382798,12.28461923012831,11.96145427366398,8.665105386416862,0.06859412320168859,0.0723399711707864,0.047583563977006596,0.06475031939121256,0.060194330254658056,0.025867575047902915
72,Young Children 100,45,-0.8,-2.4,-12.0,-5.6,-16.8,-45.6,102537.29132992285,21336.732810095928,5350.415568256931,12.386824418152532,12.257754524584913,9.846710666382801,12.284619230128314,11.96145427366398,8.665105386416863,0.06859412320168862,0.0723399711707864,0.0475835639770066,0.06475031939121258,0.060194330254658056,0.02586757504790292
73,Young Children 100,47,-0.8,-2.4,-12.0,-5.6,-16.8,-45.6,51764.13740814183,10771.472063455032,2701.0626385162723,12.386824418152532,12.257754524584914,9.846710666382798,12.284619230128314,11.961454273663982,8.665105386416862,0.06859412320168862,0.0723399711707864,0.04758356397700659,0.06475031939121259,0.060194330254658056,0.025867575047902915
74,Young Children 100,15,0.0,0.0,0.0,0.0,0.0,0.0,108229.0,23069.0,6038.0,10.631161703425144,7.59027266028003,6.2934746604836045,10.631161703425144,7.59027266028003,6.2934746604836045,0.04684511544964843,0.029606831678876414,0.0028155018217952965,0.04684511544964843,0.029606831678876414,0.0028155018217952965
75,Young Children 200,Maryland,-4.0,-8.0,-18.9,-4.1,-10.9,-27.0,6319406.0,1390540.0,376011.0,12.544612579093666,14.826470292116731,15.847940618758493,12.043552827591707,13.638514533922075,12.854677123807548,0.04102490012510669,0.038308858429099486,0.035501620963216504,0.0393336019239783,0.03411983833618594,0.02591945448404435
76,Young Children 200,11,0.0,0.0,0.0,0.0,0.0,0.0,34804.32229101806,6894.312502186309,1569.5779783351406,8.338500376455999,6.805287722534306,4.100171863491284,8.338500376455999,6.805287722534306,4.100171863491284,0.019022100181584657,0.013498784270981806,0.004051068008838693,0.019022100181584657,0.013498784270981806,0.004051068008838693
77,Young Children 200,19,0.0,0.0,0.0,0.0,0.0,0.0,33844.93660288476,6704.269877916535,1526.312356432411,8.338500376455999,6.805287722534306,4.100171863491283,8.338500376455999,6.805287722534306,4.100171863491283,0.01902210018158466,0.013498784270981804,0.004051068008838694,0.01902210018158466,0.013498784270981804,0.004051068008838694
78,Young Children 200,29,0.0,0.0,0.0,0.0,0.0,0.0,20573.61010249414,4075.3816769860427,927.8125021863084,8.338500376455999,6.805287722534305,4.100171863491284,8.338500376455999,6.805287722534305,4.100171863491284,0.019022100181584657,0.013498784270981804,0.004051068008838694,0.019022100181584657,0.013498784270981804,0.004051068008838694
79,Young Children 200,35,0.0,0.0,0.0,0.0,0.0,0.0,52268.09053066079,10353.672368559135,2357.1452758246755,8.338500376456,6.805287722534306,4.100171863491283,8.338500376456,6.805287722534306,4.100171863491283,0.019022100181584657,0.013498784270981808,0.004051068008838693,0.019022100181584657,0.013498784270981808,0.004051068008838693
80,Young Children 200,41,0.0,0.0,0.0,0.0,0.0,0.0,39141.04047294225,7753.363574351979,1765.1518872214642,8.338500376455997,6.805287722534306,4.100171863491285,8.338500376455997,6.805287722534306,4.100171863491285,0.019022100181584657,0.013498784270981806,0.004051068008838694,0.019022100181584657,0.013498784270981806,0.004051068008838694
81,Young Children 200,33,-8.6,-16.0,-32.3,-2.0,-7.4,-11.0,939674.0,210461.0,62964.0,14.797578734752692,20.11156461292116,19.444444444444446,13.529266532861397,16.88958999529604,13.155136268343814,0.03690428808288832,0.026950361349608716,0.03131948414967283,0.03614870689196466,0.02495474220877027,0.027873070325900515
82,Young Children 200,13,-6.7,-17.3,-48.7,-7.8,-24.7,-48.0,178564.0,37240.0,8930.0,6.907327344817545,7.655746509129968,6.304591265397537,6.4469881947089,6.331901181525241,3.236282194848824,0.021387289711251988,0.02156283566058002,0.011422172452407614,0.01971842028628391,0.016245972073039742,0.00593505039193729
83,Young Children 200,510,-0.3,-0.8,-1.3,-2.0,-5.4,-20.1,595705.0,122089.0,37354.0,25.001804584483935,32.96038136113818,27.92739733361889,24.917366817468377,32.6835341431251,27.576698613267652,0.08978437313771077,0.10052502682469346,0.07238849922364406,0.08797139523757565,0.09513551589414279,0.05782513251592868
84,Young Children 200,25,-3.3,-5.2,-10.3,-10.8,-10.4,-19.4,272165.0,59029.0,15126.0,8.74322561681333,9.136187297768892,17.9624487637181,8.456634762000991,8.660150095715666,16.10472034906783,0.03955321220583102,0.05719222754917075,0.11966150998281105,0.03528374331747286,0.051245997729929355,0.09645643263255321
85,Young Children 200,31,-5.3,-10.5,-20.0,-9.8,-26.7,-56.6,1117479.0,253075.0,68066.0,13.913997488990844,16.902894398893608,21.83762818440925,13.179218580393904,15.125950805097302,17.462462903652337,0.03968933644390633,0.035527017682505185,0.033379367084888194,0.03579485610020412,0.026043662945767064,0.014500631739781977
86,Young Children 200,9,-4.2,-5.4,-19.2,-7.5,-9.8,-45.5,100193.2768092404,23095.86212040177,5038.917581366137,8.495229388223377,11.41224045415662,9.659597219746924,8.142083114857687,10.793996422738937,7.80609517020139,0.04453317916795511,0.07875806827902634,0.0780609517020139,0.04118546005368899,0.07100085543199314,0.04250579219390483
87,Young Children 200,37,-4.2,-5.4,-19.2,-7.5,-9.8,-45.5,122943.7231907596,28340.13787959823,6183.082418633863,8.495229388223379,11.412240454156624,9.659597219746926,8.142083114857689,10.793996422738939,7.806095170201391,0.04453317916795512,0.07875806827902639,0.07806095170201391,0.04118546005368899,0.07100085543199317,0.04250579219390483
88,Young Children 200,21,-4.2,-5.4,-17.1,0.0,0.0,0.0,275124.0,62421.0,16185.0,10.042744362541981,10.50127360984284,12.721655854185975,9.61748157194574,9.93736082408164,10.546802594995366,0.02935040200055248,0.0280674772912962,0.024590670373802904,0.02935040200055248,0.0280674772912962,0.024590670373802904
89,Young Children 200,5,-3.0,-6.1,-15.9,-4.1,-13.6,-33.6,865896.0,186739.0,50331.0,12.710186904662915,13.257005767407987,17.096819057837116,12.328501344272292,12.44571300049802,14.370864874530605,0.0463196503968144,0.037180235515880455,0.03272337128211242,0.044417574396925265,0.03212505154252727,0.02171623850112257
90,Young Children 200,1,-15.4,-31.4,-74.2,0.0,0.0,0.0,67951.51832538737,12172.18995828367,3194.0201132300363,11.41326482659231,11.286655395557629,18.173739169073535,9.653602347609052,7.7479158164752535,4.687847145078871,0.04317177856449137,0.04442371596805224,0.01355254387913797,0.04317177856449137,0.04442371596805224,0.01355254387913797
91,Young Children 200,23,-15.4,-31.4,-74.2,0.0,0.0,0.0,27805.481674612634,4980.81004171633,1306.9798867699644,11.413264826592313,11.286655395557629,18.173739169073542,9.653602347609052,7.747915816475253,4.68784714507887,0.04317177856449137,0.04442371596805223,0.013552543879137968,0.04317177856449137,0.04442371596805223,0.013552543879137968
92,Young Children 200,27,-1.1,-2.2,-11.6,0.0,0.0,0.0,347480.0,83495.0,21180.0,7.718717624035916,7.4519432301335415,5.594900849858357,7.635547369632785,7.286663872088149,4.943342776203966,0.023883388972027166,0.013066650697646566,0.01794145420207743,0.023883388972027166,0.013066650697646566,0.01794145420207743
93,Young Children 200,3,-2.9,-5.9,-22.7,0.0,0.0,0.0,612985.0,136078.0,38425.0,6.491186570633865,7.7315951145666455,5.2309694209499025,6.302927477833878,7.277443818986169,4.041639557579701,0.018962943628310643,0.014425550052175959,0.008926480156148341,0.018962943628310643,0.014425550052175959,0.008926480156148341
94,Young Children 200,43,-6.0,-14.2,-66.3,0.0,0.0,0.0,152311.0,33790.0,8912.0,9.380149825029052,9.82243267238828,6.5305206463195695,8.81879837963115,8.431488606096478,2.1992818671454217,0.032013446172633624,0.03228765907073099,0.01570915619389587,0.032013446172633624,0.03228765907073099,0.01570915619389587
95,Young Children 200,17,0.0,0.0,0.0,0.0,0.0,0.0,174238.0,41222.0,9237.0,9.070925974816056,11.21245936635777,8.541734329327703,9.070925974816056,11.21245936635777,8.541734329327703,0.024368966585934182,0.015186065693076513,0.015914257875933743,0.024368966585934182,0.015186065693076513,0.015914257875933743
96,Young Children 200,39,-0.8,-2.4,-12.0,-5.6,-16.8,-45.6,25728.571261935314,5353.79512644904,1342.5217932267974,12.386824418152528,12.257754524584913,9.846710666382798,12.28461923012831,11.96145427366398,8.665105386416862,0.06859412320168859,0.0723399711707864,0.047583563977006596,0.06475031939121256,0.060194330254658056,0.025867575047902915
97,Young Children 200,45,-0.8,-2.4,-12.0,-5.6,-16.8,-45.6,102537.29132992285,21336.732810095928,5350.415568256931,12.386824418152532,12.257754524584913,9.846710666382801,12.284619230128314,11.96145427366398,8.665105386416863,0.06859412320168862,0.0723399711707864,0.0475835639770066,0.06475031939121258,0.060194330254658056,0.02586757504790292
98,Young Children 200,47,-0.8,-2.4,-12.0,-5.6,-16.8,-45.6,51764.13740814183,10771.472063455032,2701.0626385162723,12.386824418152532,12.257754524584914,9.846710666382798,12.284619230128314,11.961454273663982,8.665105386416862,0.06859412320168862,0.0723399711707864,0.04758356397700659,0.06475031939121259,0.060194330254658056,0.025867575047902915
99,Young Children 200,15,0.0,0.0,0.0,0.0,0.0,0.0,108229.0,23069.0,6038.0,10.631161703425144,7.59027266028003,6.2934746604836045,10.631161703425144,7.59027266028003,6.2934746604836045,0.04684511544964843,0.029606831678876414,0.0028155018217952965,0.04684511544964843,0.029606831678876414,0.0028155018217952965
